id n0 n1 x y z
582 1 1 18.75662421 31.20145894 29.95535385
583 1 1 14.89366647 13.12044068 7.96663739
584 1 1 15.45353268 12.89594996 7.45704410
585 1 1 14.45670291 13.81951148 8.41863786
586 1 1 14.77198657 16.65078659 12.15826603
587 1 1 15.18576600 17.22918589 12.48228524
588 1 1 15.72511854 17.91896132 12.93837236
589 1 1 15.42165288 17.26416187 13.20434024
590 1 1 17.41057321 26.71662342 24.19927081
591 1 1 16.93768737 27.09547623 25.34330845
592 1 1 17.13393986 26.58069775 24.87125733
593 1 1 16.67943905 27.32721578 26.01866959
594 1 1 17.30339995 30.02406834 29.68519644
595 1 1 17.85366526 30.22742040 30.33338364
596 1 1 18.54305954 30.63163487 30.57034407
597 1 1 14.52361436 12.84169781 8.49768813
598 1 1 15.10598158 12.21028585 8.04227869
599 1 1 14.08183045 13.37714309 9.08229792
600 1 1 14.51964753 16.03548809 12.66603949
601 1 1 14.92798243 16.50645115 13.15388909
602 1 1 15.39105730 16.91269367 13.84252838
603 1 1 16.72517672 26.31514111 25.78293964
604 1 1 17.03821667 25.86673411 25.08654587
605 1 1 16.45020231 26.67062362 26.46282189
606 1 1 16.93487072 29.31176711 30.13816029
607 1 1 17.48440962 29.66137863 30.63006135
608 1 1 18.23338114 29.97749777 31.12340548
609 1 1 14.12969865 12.54921531 9.13452024
610 1 1 14.56259898 11.96828443 8.73683009
611 1 1 13.74141923 12.76332665 9.77913745
612 1 1 14.21017609 15.42101882 13.03156691
613 1 1 14.55440139 15.75544981 13.67355052
614 1 1 15.03455866 16.29306208 14.09890785
615 1 1 16.36829975 25.65921964 26.44965439
616 1 1 16.72467258 25.38919030 25.69637417
617 1 1 16.16241205 26.18926183 27.02152263
618 1 1 16.59234059 28.60136128 30.54100045
619 1 1 17.17687656 29.02387481 31.05091055
620 1 1 17.81046075 29.34729371 31.45439574
621 1 1 13.99451682 11.88209095 9.53986377
622 1 1 14.39801940 11.23576857 9.26290198
623 1 1 13.54830487 12.05318947 10.26754837
624 1 1 13.98282912 14.92282266 13.60830009
625 1 1 14.22920042 15.10929635 14.33631524
626 1 1 14.73730183 15.71646665 14.61659768
627 1 1 14.39782017 15.13173950 15.19711801
628 1 1 14.94484645 15.73430434 15.50992682
629 1 1 16.04782345 24.08861664 26.70397886
630 1 1 16.45814403 23.90899562 25.94930536
631 1 1 16.40612590 24.77179092 26.21439152
632 1 1 16.02188265 24.89898745 26.96966523
633 1 1 15.91325887 25.54250907 27.38617214
634 1 1 16.30013473 27.85051051 31.04012259
635 1 1 16.82745762 28.37438460 31.35029271
636 1 1 17.38968088 28.54402755 31.90218346
637 1 1 13.84335116 11.21663128 10.03648696
638 1 1 13.34417854 11.44722900 10.83166478
639 1 1 13.62887617 10.70247282 10.62865205
640 1 1 13.68450196 14.35824776 14.20614481
641 1 1 13.88206736 14.50275882 15.01313492
642 1 1 14.07573955 14.61083862 15.89735705
643 1 1 14.57229800 15.17292079 16.06434291
644 1 1 15.68165313 23.28937669 27.08283723
645 1 1 16.07920430 23.27652698 26.41635121
646 1 1 15.64911081 24.11760358 27.43781130
647 1 1 15.59630819 24.85056026 27.82256919
648 1 1 16.13265640 27.19900643 31.58482754
649 1 1 16.72852328 27.79116833 31.89358168
650 1 1 16.55111322 27.09713267 32.36997611
651 1 1 13.18011046 10.76887964 11.41874776
652 1 1 13.52041250 10.00949265 11.22243464
653 1 1 12.82356020 10.97024443 12.18207037
654 1 1 13.53713564 13.96279471 15.65663540
655 1 1 13.80876329 14.22374968 16.52203265
656 1 1 14.43115107 14.90597364 16.84171005
657 1 1 13.96373164 14.35316659 17.36990202
658 1 1 14.56542618 14.98980372 17.75710000
659 1 1 15.39154003 21.86944800 26.95990250
660 1 1 15.83108541 21.60781159 26.16479493
661 1 1 15.85072311 22.47067934 26.50226069
662 1 1 15.35598140 22.60810707 27.35717081
663 1 1 15.27424085 23.39584147 27.85134861
664 1 1 15.46468490 25.90396911 31.72000513
665 1 1 15.97852437 26.50084227 32.11382227
666 1 1 16.45229352 26.35068060 32.91222374
667 1 1 13.07554975 10.06835038 12.00346144
668 1 1 13.51091661 9.32986556 11.75007034
669 1 1 12.70873148 10.33052989 12.70487170
670 1 1 13.21058013 13.49013853 16.27625245
671 1 1 13.41291890 13.72578631 17.08572017
672 1 1 13.48286790 13.81841864 18.02777097
673 1 1 14.07836827 14.47303587 18.17204496
674 1 1 14.92485823 21.13983308 27.30994692
675 1 1 15.37975925 21.10442504 26.58709650
676 1 1 14.93059876 21.93514841 27.74661160
677 1 1 14.91381583 22.70133881 28.19104643
678 1 1 15.29588285 25.25226270 32.11120123
679 1 1 15.85826724 25.80344691 32.60299630
680 1 1 16.35133607 25.54391320 33.40693141
681 1 1 13.06285524 9.34576505 12.55177425
682 1 1 12.63541502 9.78312849 13.19244783
683 1 1 12.76606057 9.07407153 13.43176571
684 1 1 13.01332076 13.23868827 17.55990728
685 1 1 12.81450276 13.02981125 18.23780775
686 1 1 13.85402568 14.27402328 18.86561019
687 1 1 13.26593795 13.62831269 18.81651003
688 1 1 13.50558672 13.99553142 19.62821754
689 1 1 14.12773780 14.63868707 19.58255670
690 1 1 13.71042991 14.35565734 20.40417700
691 1 1 14.60355224 19.68644154 26.85634916
692 1 1 14.71680995 19.01359086 26.15413961
693 1 1 15.12544434 19.76901987 26.12808382
694 1 1 14.51810193 20.39810688 27.49989414
695 1 1 15.02040583 20.40262492 26.71276012
696 1 1 14.11816859 20.68755393 28.42674872
697 1 1 14.51627826 21.23502834 28.05894945
698 1 1 15.12890120 24.60117749 32.43038170
699 1 1 15.69024152 25.08855649 32.95656817
700 1 1 15.31630802 24.23083302 33.06155722
701 1 1 12.34486051 9.85755419 13.97418671
702 1 1 12.95758007 8.32236517 13.80596975
703 1 1 12.14020452 9.75682212 14.71899908
704 1 1 12.70552020 12.97624214 18.99148891
705 1 1 12.93360278 13.35845177 19.66059125
706 1 1 13.11910193 13.71992293 20.42375766
707 1 1 13.93091234 14.79748040 21.23486677
708 1 1 13.32612604 14.13963931 21.18487900
709 1 1 13.45863384 14.53559129 21.97502559
710 1 1 14.02444411 15.17540072 22.05775963
711 1 1 13.60630495 15.01734265 22.77604041
712 1 1 14.06536353 17.55706616 25.78371922
713 1 1 14.04844387 16.95209288 25.10011495
714 1 1 14.53517892 17.59638913 25.06010858
715 1 1 14.19149616 18.21425071 26.25499574
716 1 1 14.67875629 18.31914938 25.58990401
717 1 1 14.19913643 18.89005972 26.86002466
718 1 1 14.10022813 19.43795450 27.48421538
719 1 1 14.05589213 20.00911989 28.02042370
720 1 1 14.46595089 23.11849956 32.33349735
721 1 1 14.74693303 23.85992658 32.30056722
722 1 1 15.56436560 23.77521818 33.66338454
723 1 1 12.47478467 9.01799690 14.22311698
724 1 1 11.92657139 9.69952635 15.59674131
725 1 1 12.21986626 8.95604052 15.05016011
726 1 1 11.81598321 9.33213576 16.29394202
727 1 1 12.54288080 13.00957793 20.33860774
728 1 1 12.72357322 13.43033577 21.12809613
729 1 1 12.87863608 13.84870833 21.89767535
730 1 1 13.01615794 14.29662958 22.67552786
731 1 1 13.60101952 15.39514495 23.56866942
732 1 1 13.07396085 14.70625834 23.45181456
733 1 1 13.02204481 15.06604814 24.28077624
734 1 1 13.49827729 15.72845900 24.37304008
735 1 1 13.48547406 16.23804287 25.17177383
736 1 1 13.96312095 16.38601837 24.48356762
737 1 1 13.54026676 16.81934268 25.83879684
738 1 1 13.56544799 17.42329009 26.50345835
739 1 1 13.76517186 18.17054663 26.92933077
740 1 1 13.63275160 18.65067838 27.63635188
741 1 1 13.90464033 21.53591011 32.29052767
742 1 1 14.16074153 22.26621225 32.33866598
743 1 1 14.94660586 23.44327000 33.04501045
744 1 1 14.61298117 22.59902854 33.05023862
745 1 1 12.06675024 8.74130805 15.81820831
746 1 1 11.64601669 9.43099847 17.10512613
747 1 1 11.88036493 8.62584655 16.72913014
748 1 1 11.50899529 9.51662268 17.91527566
749 1 1 12.44904314 13.55508784 22.60115538
750 1 1 12.53774317 13.97748011 23.35723376
751 1 1 12.57451333 14.39172656 24.14259671
752 1 1 12.53163649 14.79995764 25.03373061
753 1 1 13.00402637 15.51604187 25.08574933
754 1 1 13.01271529 16.03465521 25.84566764
755 1 1 13.05139890 16.60311578 26.53131908
756 1 1 13.39288940 20.28577776 31.76861868
757 1 1 13.69182455 20.67988059 32.40315504
758 1 1 14.35883988 21.76341998 33.11337975
759 1 1 14.10377320 21.02950862 33.05947357
760 1 1 11.69021455 8.70155446 17.58025626
761 1 1 12.03375927 7.95071903 17.20171705
762 1 1 11.51816593 8.85888062 18.44369753
763 1 1 11.37649571 9.08567460 19.28015507
764 1 1 13.26276789 18.81541863 32.41197502
765 1 1 13.44225754 19.71546858 32.39440376
766 1 1 13.83679989 20.09332213 33.01544030
767 1 1 14.30038660 20.43271534 33.58606696
768 1 1 11.82282072 8.05058343 18.08254670
769 1 1 11.63924912 8.20902607 18.94255776
770 1 1 11.29481486 9.14222670 20.07802228
771 1 1 11.51243829 8.33304791 19.77564283
772 1 1 11.21945827 9.26336942 21.02005382
773 1 1 12.74230672 17.62741966 31.59122395
774 1 1 12.93888335 18.48825161 31.71557562
775 1 1 13.69969375 19.19602256 33.08939134
776 1 1 13.53021833 18.35186165 33.01767201
777 1 1 14.17176425 19.52041469 33.66293669
778 1 1 11.41628412 8.46300403 20.65837356
779 1 1 11.23050809 9.07502173 21.85457425
780 1 1 11.41638385 8.41320607 21.51672013
781 1 1 11.18577620 9.34396320 22.65286090
782 1 1 11.15387926 9.68725543 23.38920632
783 1 1 11.13607113 10.12114705 24.10050737
784 1 1 12.03384792 14.64647678 30.26183046
785 1 1 12.16271467 15.37024838 30.57188855
786 1 1 12.39524170 16.04122657 31.13435357
787 1 1 12.57267768 16.85140311 31.41209347
788 1 1 13.11261696 17.86776394 32.39984193
789 1 1 12.91594176 16.96515765 32.18387961
790 1 1 11.69939486 7.80958823 22.14341759
791 1 1 11.41144698 8.50202657 22.47903474
792 1 1 11.33836847 9.11777397 24.03724182
793 1 1 11.38691220 8.74304191 23.32524958
794 1 1 11.28476890 9.62517096 24.73293729
795 1 1 11.27698787 10.11798681 25.44928874
796 1 1 11.34053327 10.41419980 26.16393327
797 1 1 11.32177657 11.01695849 26.60828932
798 1 1 11.37990428 11.58854505 27.25914192
799 1 1 11.47365802 12.16282996 27.93729341
800 1 1 11.59390463 12.65845377 28.58350696
801 1 1 11.73910543 13.19250076 29.22695927
802 1 1 11.89435212 13.80006759 29.81466715
803 1 1 12.34663677 14.53440820 31.04670235
804 1 1 12.77523258 16.10214794 31.98103843
805 1 1 12.48278379 15.29312833 31.39873653
806 1 1 13.26522580 16.32933785 32.76207353
807 1 1 11.72948616 8.16107067 23.97469129
808 1 1 11.59870872 8.71273685 24.70958862
809 1 1 11.53279279 9.25474218 25.46060653
810 1 1 11.61546144 10.10497624 26.94187019
811 1 1 11.58439388 9.61130443 26.21882022
812 1 1 11.56140346 10.73695921 27.38944927
813 1 1 11.62667406 11.36983702 28.09230363
814 1 1 11.77819202 11.81742591 28.81166958
815 1 1 11.90171520 12.35502059 29.40868279
816 1 1 12.07401745 12.97656130 30.07027273
817 1 1 12.27676287 12.06359647 30.05132453
818 1 1 12.18863909 13.81992201 30.57585913
819 1 1 12.76965167 14.44118378 31.78144477
820 1 1 11.97445761 9.32268209 27.03870557
821 1 1 11.99681081 9.84707914 27.72429460
822 1 1 11.84824741 10.58427474 28.09252307
823 1 1 12.02732389 11.00516180 28.86145353
824 1 1 12.23343989 11.41322788 29.57210325
825 1 1 21.78197848 31.49523617 10.00221131
826 1 1 21.71597483 30.98879934 9.41648305
827 1 1 22.55969900 31.44351001 9.68490941
828 1 1 21.40681198 31.81719351 10.62691322
829 1 1 22.27151198 32.01314990 10.49318664
830 1 1 21.76771828 32.33526109 11.17489603
831 1 1 22.69155754 32.53526750 11.11735868
832 1 1 22.06174509 32.78326822 11.73472496
833 1 1 20.63016579 28.53889480 7.53464886
834 1 1 21.32250825 28.35764045 7.08927590
835 1 1 22.05678064 28.91790075 7.32258398
836 1 1 20.71369086 29.24290825 8.10721315
837 1 1 21.36528900 29.07484558 7.65156604
838 1 1 20.84967370 29.91728087 8.68702688
839 1 1 21.52862358 29.73798860 8.18442324
840 1 1 21.62648901 30.38435750 8.78789234
841 1 1 22.05628155 33.17734748 12.42486628
842 1 1 22.29821433 33.58478293 13.08939722
843 1 1 21.53817713 33.44771769 13.30981722
844 1 1 21.17336413 33.64073698 14.10337549
845 1 1 22.05110574 33.87330647 13.86282117
846 1 1 21.79986759 34.09649377 14.61121995
847 1 1 22.71473644 34.18759414 14.25840661
848 1 1 22.33461216 34.42714889 15.11187807
849 1 1 20.41797142 26.89714634 6.43538570
850 1 1 20.27265618 26.08836907 6.01280714
851 1 1 21.14993990 27.26716730 6.38383160
852 1 1 19.90872296 27.26567139 6.97178129
853 1 1 20.67014158 27.76675312 6.91336898
854 1 1 21.26622167 34.44710604 16.33660525
855 1 1 22.07882419 34.63042876 15.96853504
856 1 1 21.88635337 34.80164058 16.84507197
857 1 1 22.71928164 34.90729244 16.49635542
858 1 1 21.68533400 34.92173057 17.73826695
859 1 1 19.06443985 24.81350420 6.00892303
860 1 1 19.61868290 24.36650258 5.45952671
861 1 1 20.37393610 24.64799154 5.25810884
862 1 1 19.39091853 25.66970756 6.26397564
863 1 1 19.80224786 25.20652072 5.76591133
864 1 1 20.92145490 34.68882725 18.19737898
865 1 1 21.52434741 35.00788052 18.65807066
866 1 1 20.80769746 34.76353897 19.15769861
867 1 1 22.14661581 35.23818225 19.12044639
868 1 1 21.38535832 35.05347097 19.60871342
869 1 1 18.76888484 23.14664710 5.44250100
870 1 1 19.42511924 22.73033635 4.93722493
871 1 1 19.50382678 23.54233916 5.17917072
872 1 1 18.88498924 23.97534340 5.71796573
873 1 1 20.80171751 34.84501837 20.22231812
874 1 1 21.60114243 35.16664413 20.49906022
875 1 1 21.19345697 35.02778478 21.18635951
876 1 1 22.09143574 35.28827280 21.23838499
877 1 1 18.67655722 22.28339910 5.19443423
878 1 1 18.71305189 21.37244648 4.91964243
879 1 1 19.34442716 21.95105879 4.75363687
880 1 1 20.83733747 34.85194590 22.03158001
881 1 1 21.66132071 35.14456601 21.98069601
882 1 1 21.26418185 34.94752296 22.79958355
883 1 1 17.87732423 19.97100967 5.13520007
884 1 1 18.66604047 19.79426289 4.66468307
885 1 1 18.49119751 20.56041065 4.86854218
886 1 1 17.94541180 20.94572574 5.29779574
887 1 1 20.42801962 34.58961786 22.90061241
888 1 1 20.97924433 34.73076007 23.64008665
889 1 1 20.26804405 34.38124192 23.86588656
890 1 1 21.54827650 34.77849842 24.31597986
891 1 1 17.47298175 19.07880809 5.28146604
892 1 1 18.13651241 19.12057768 4.86653647
893 1 1 20.13115551 34.14097259 24.76520282
894 1 1 20.81978520 34.48552819 24.60230462
895 1 1 17.18078777 17.64029564 5.38311158
896 1 1 17.78195563 17.24686775 5.01729080
897 1 1 17.76476822 18.22251906 5.02278586
898 1 1 18.40045874 25.54749929 14.95230575
899 1 1 18.48596018 26.26156858 15.50895172
900 1 1 18.62359475 26.29067003 16.47414864
901 1 1 20.07062832 33.71629264 26.23238220
902 1 1 20.64216674 34.16601021 25.58516844
903 1 1 20.72188361 33.87534299 26.56797424
904 1 1 16.63122691 17.31372860 5.79988010
905 1 1 17.09781548 16.66009232 5.45861326
906 1 1 18.18487792 24.08313536 14.27059656
907 1 1 18.36170991 24.74847682 14.80654974
908 1 1 18.54514400 24.82757930 15.59510135
909 1 1 18.59292095 25.56672533 15.94868599
910 1 1 18.73369148 25.50107416 16.88486253
911 1 1 18.71352931 26.22165788 17.33457528
912 1 1 18.66390284 26.88706561 17.86852799
913 1 1 19.50239413 33.29328571 26.56501493
914 1 1 20.07437776 33.37772713 27.17805837
915 1 1 16.71063322 15.85068703 5.79482889
916 1 1 17.89104633 15.02284044 5.26823202
917 1 1 17.42938430 15.78441947 5.34905584
918 1 1 17.39085310 21.77012606 13.05087320
919 1 1 17.70797058 22.01102075 13.75211478
920 1 1 17.95649386 23.43989806 13.73823482
921 1 1 18.22564010 23.31811127 14.64142732
922 1 1 18.42640635 24.00151835 15.16390198
923 1 1 18.70862078 24.77849200 16.44703832
924 1 1 18.62793982 24.01906386 16.00576528
925 1 1 18.81880429 25.47348037 17.84070091
926 1 1 18.83181150 24.74029657 17.33530175
927 1 1 18.75450162 26.19489734 18.26064763
928 1 1 18.62196792 27.18345858 18.64450933
929 1 1 18.59671319 26.91718702 19.60662749
930 1 1 18.43013660 27.45266984 20.32717734
931 1 1 19.64191690 32.83610934 27.94076285
932 1 1 20.36421782 33.14773424 27.98656902
933 1 1 20.90196392 32.92153122 28.75991204
934 1 1 16.35122275 15.08546963 6.16594356
935 1 1 17.08563340 15.03044252 5.67626001
936 1 1 17.38830803 21.11392154 13.54271615
937 1 1 17.70386243 21.27714192 14.25726482
938 1 1 17.97908842 22.67137831 14.15099020
939 1 1 17.99677285 21.89942399 14.64258538
940 1 1 18.25231372 22.55009941 15.05607934
941 1 1 18.47096901 23.24040311 15.52911442
942 1 1 18.89612677 24.71511955 18.22628278
943 1 1 18.83120663 25.48522404 18.82187488
944 1 1 18.71265158 26.40754765 18.99593152
945 1 1 18.56938819 26.50171070 20.29772005
946 1 1 18.73278961 25.89787000 19.63296347
947 1 1 18.39227420 26.93470973 20.96233954
948 1 1 19.32465144 32.31186265 28.65591415
949 1 1 20.09626447 32.66803781 28.71661240
950 1 1 16.01065345 14.34931115 6.57545333
951 1 1 16.74387591 14.29085847 6.05313183
952 1 1 16.78908819 19.65608042 13.41139940
953 1 1 17.08606378 20.32368652 13.46699719
954 1 1 17.88958172 20.99497126 15.01713425
955 1 1 17.44671959 20.48683386 14.25185003
956 1 1 18.63950676 25.72560302 20.49067404
957 1 1 18.21178564 26.79403524 21.82121728
958 1 1 18.43601041 26.15987813 21.23745757
959 1 1 18.01913076 26.63269192 22.54719177
960 1 1 19.03093477 31.76766218 29.32449171
961 1 1 19.81356536 32.14951293 29.40304717
962 1 1 16.41449219 13.56999505 6.47268501
963 1 1 16.62942356 18.97364142 13.84648624
964 1 1 17.11358376 19.66151396 14.25348479
965 1 1 17.55679325 20.10579003 14.95331877
966 1 1 18.24956028 25.82794502 22.07971018
967 1 1 18.49541371 25.34900891 21.37060756
968 1 1 17.96942062 25.92123576 22.89389308
969 1 1 19.53795061 31.59610720 30.05798993
970 1 1 15.82729424 12.13823258 7.43269890
971 1 1 16.59330355 12.08816284 6.93025141
972 1 1 16.13837568 12.83958983 6.91523866
973 1 1 15.89436834 17.66220729 13.88926698
974 1 1 16.38137771 18.22468983 14.30020405
975 1 1 16.86389235 18.85375443 14.65450657
976 1 1 17.30781135 19.38136045 15.15420685
977 1 1 18.07207546 25.12186681 22.77406345
978 1 1 18.34088568 24.85823623 22.05209470
979 1 1 17.73286214 25.44939376 23.57559786
980 1 1 17.41278387 25.81303607 24.27616696
981 1 1 18.99591615 30.36397047 31.29306229
982 1 1 19.29221615 31.01276813 30.69245976
983 1 1 19.81903455 30.73643457 31.34099107
984 1 1 15.60829622 11.46314495 7.92746159
985 1 1 16.34985721 11.40179711 7.42432730
986 1 1 15.64002901 16.96202966 14.55247416
987 1 1 16.11931539 17.53615052 14.81674026
988 1 1 17.03191814 18.63916282 15.50431955
989 1 1 16.59926326 18.09075740 15.18341969
990 1 1 18.14098024 24.21666113 22.68580991
991 1 1 17.48213471 24.85019771 24.16202078
992 1 1 17.82737672 24.54292916 23.42295398
993 1 1 17.13403140 25.09399148 24.87035980
994 1 1 18.67936081 29.67384378 31.84524563
995 1 1 19.52881879 30.09346232 31.90378134
996 1 1 15.00212029 11.35691315 8.53097930
997 1 1 16.16936202 10.72193910 7.93451207
998 1 1 15.29189427 16.32528626 14.98618140
999 1 1 15.83773711 16.89001442 15.42287843
1000 1 1 16.36055895 17.47798172 15.75732937
1001 1 1 16.00032025 16.81906896 16.30661222
1002 1 1 16.52287585 17.39779884 16.66034141
1003 1 1 17.19386697 23.28292200 24.55679514
1004 1 1 17.55234475 22.99192388 23.84283783
1005 1 1 17.53968281 23.92263582 24.00648226
1006 1 1 17.17530842 24.19067726 24.72735535
1007 1 1 16.80584275 24.52231150 25.44385805
1008 1 1 18.09360141 29.02129420 32.07753341
1009 1 1 19.34291652 29.45558331 32.44217802
1010 1 1 15.52176774 10.69548224 8.42820923
1011 1 1 14.87099375 10.61916944 9.07294717
1012 1 1 15.45945067 16.25499651 15.92050567
1013 1 1 15.57216810 16.18761171 16.82353106
1014 1 1 16.10968186 16.75293616 17.19749033
1015 1 1 16.78450492 22.67501871 25.09787188
1016 1 1 17.15549595 22.37485506 24.38994901
1017 1 1 16.81595485 23.58052786 25.27065411
1018 1 1 17.92293826 28.34367299 32.59316031
1019 1 1 18.69892739 28.98081334 32.54249290
1020 1 1 14.27704444 10.50603444 9.81444831
1021 1 1 14.84862730 9.89888974 9.57378334
1022 1 1 15.03842907 15.64068099 16.46125229
1023 1 1 15.03623671 15.52536427 17.27940783
1024 1 1 15.60620632 16.11059654 17.68803894
1025 1 1 16.28546977 22.13903813 25.70195217
1026 1 1 16.67645615 21.80449675 24.96351139
1027 1 1 16.40240014 22.95711516 25.79705003
1028 1 1 17.25381225 27.79749442 32.50531161
1029 1 1 17.85517806 27.63228739 33.14541608
1030 1 1 14.00018559 10.06725480 10.45944472
1031 1 1 14.50996859 9.55420242 10.19806784
1032 1 1 15.09234452 15.53384826 18.19907421
1033 1 1 15.69398259 16.17197963 18.55408232
1034 1 1 15.17732209 15.64834334 19.04316617
1035 1 1 15.77786525 16.31316728 19.41135948
1036 1 1 16.08879915 20.42945171 25.15207775
1037 1 1 16.45108144 20.11441009 24.39476861
1038 1 1 16.59909353 20.96628536 24.68826512
1039 1 1 16.17242003 21.23154310 25.47376065
1040 1 1 17.07181875 27.06149804 32.97022019
1041 1 1 17.59350736 26.88363986 33.52254461
1042 1 1 14.03411768 9.34574653 10.95649785
1043 1 1 14.68835307 8.80264972 10.64656484
1044 1 1 14.54508712 14.98100267 18.74687516
1045 1 1 14.69754603 15.22028252 19.60930331
1046 1 1 15.28623933 15.86639068 19.90816806
1047 1 1 14.26672488 14.93603950 20.44244807
1048 1 1 14.79649908 15.47496150 20.45140259
1049 1 1 15.21900545 16.01416448 20.85944619
1050 1 1 15.08140613 16.14369021 21.67405706
1051 1 1 15.70056233 16.64743394 21.22293972
1052 1 1 15.51068721 16.79130765 22.08047338
1053 1 1 15.48445127 18.06810238 24.06515109
1054 1 1 15.71952152 17.76536053 23.28323390
1055 1 1 16.03915077 18.55131755 23.68457895
1056 1 1 15.68065215 18.81906269 24.53168546
1057 1 1 16.27068368 19.30850341 24.04760826
1058 1 1 15.25270526 19.06442248 25.39485304
1059 1 1 15.89681710 19.55756074 24.83297479
1060 1 1 15.58410156 19.86293223 25.52140088
1061 1 1 15.62689742 20.62851377 25.95185830
1062 1 1 17.01923547 26.25998843 33.52400765
1063 1 1 17.85425748 26.28795376 34.07025089
1064 1 1 14.10420837 8.70899692 11.43784744
1065 1 1 13.25720961 8.52212949 12.96855805
1066 1 1 13.62432833 8.63576609 12.21206605
1067 1 1 14.54377529 15.44321425 21.27919611
1068 1 1 14.53156580 15.74024083 22.12423521
1069 1 1 14.87981607 16.33173064 22.58839143
1070 1 1 15.32836624 17.01758405 22.89776357
1071 1 1 14.66810225 16.52944714 23.38166438
1072 1 1 15.11230436 17.25591771 23.66737452
1073 1 1 14.93290985 17.59517753 24.41275362
1074 1 1 15.13019658 18.31892655 24.89520163
1075 1 1 15.96002253 24.64540228 33.58556306
1076 1 1 16.62298369 24.88460163 34.05093504
1077 1 1 17.08049842 25.61917308 33.97820071
1078 1 1 13.52294387 7.75716136 13.42444127
1079 1 1 13.87731682 7.90168056 12.65304924
1080 1 1 14.19480153 15.73775317 22.91817202
1081 1 1 14.11251575 16.08791398 23.73239479
1082 1 1 14.50418288 16.90131013 24.24328213
1083 1 1 16.24402992 24.04889875 34.17481866
1084 1 1 16.96618231 24.18396876 34.62960589
1085 1 1 13.21465960 7.59994524 14.24812907
1086 1 1 12.65828495 8.24378989 14.61868380
1087 1 1 12.94842304 7.47515339 15.05985767
1088 1 1 15.17325647 22.90732761 33.66850592
1089 1 1 15.50099853 22.35940038 34.24639679
1090 1 1 15.82758400 23.22295155 34.19570130
1091 1 1 12.44685795 8.09624967 15.42051744
1092 1 1 13.55433792 6.90735203 14.73302896
1093 1 1 12.23721218 7.99169523 16.28909874
1094 1 1 14.69144710 21.13698253 33.83869940
1095 1 1 14.88222640 22.01927145 33.72954861
1096 1 1 16.04855547 21.90758970 34.82784899
1097 1 1 12.70718847 7.37140809 15.91282700
1098 1 1 12.25921925 7.32874493 17.70874062
1099 1 1 12.47814656 7.31777791 16.79925529
1100 1 1 14.71521396 20.12422739 34.13799948
1101 1 1 15.32562155 21.51972755 34.36589703
1102 1 1 15.21718442 20.66522448 34.48900024
1103 1 1 12.78339624 6.70827389 17.33378092
1104 1 1 12.04925465 7.42781648 18.58593618
1105 1 1 12.56589936 6.74104362 18.22775181
1106 1 1 11.88103606 7.54864650 19.44149999
1107 1 1 14.05760573 18.55604772 33.68340436
1108 1 1 14.62787762 19.17701440 34.20785775
1109 1 1 15.22497995 18.79982067 34.73282601
1110 1 1 15.22021460 19.70284834 34.65449089
1111 1 1 12.37042471 6.82963686 19.09647411
1112 1 1 11.74724952 7.69066300 20.31070817
1113 1 1 12.20469906 6.95541895 19.95935915
1114 1 1 11.70974484 7.72905258 21.19800383
1115 1 1 13.34236798 17.14697243 32.87347277
1116 1 1 13.66729659 17.68232120 33.28588950
1117 1 1 14.61682034 18.31444696 34.26414223
1118 1 1 14.15009373 17.59940628 33.83566551
1119 1 1 12.62053902 6.40341467 20.48408167
1120 1 1 12.10073710 7.06785510 20.82445511
1121 1 1 12.09736280 7.23653140 22.69252487
1122 1 1 12.07225163 7.14915414 21.76765647
1123 1 1 11.71343552 7.94611167 23.09307513
1124 1 1 12.85522232 15.26069299 32.06399030
1125 1 1 13.25236265 15.49631555 32.66150945
1126 1 1 13.75835972 15.81689905 33.29964709
1127 1 1 13.84126560 16.72344293 33.48561008
1128 1 1 14.48724280 16.76395682 34.10316749
1129 1 1 12.66909539 6.60049073 23.05801753
1130 1 1 12.14946422 7.35166903 23.54316083
1131 1 1 12.03491569 7.95889455 24.83977252
1132 1 1 12.26845030 7.43835477 24.36083763
1133 1 1 11.89239798 8.52761168 25.54367986
1134 1 1 11.93781650 8.88072827 26.30105624
1135 1 1 12.54177868 12.41249732 30.68901458
1136 1 1 12.45996736 13.12077321 30.87205661
1137 1 1 12.65023773 13.71834180 31.39591019
1138 1 1 13.17013725 13.64352586 32.08920174
1139 1 1 13.23709034 14.54392972 32.44855370
1140 1 1 13.73656782 14.91619203 33.09986870
1141 1 1 12.70530931 7.26243881 25.28708508
1142 1 1 12.34206680 7.85027808 25.59770546
1143 1 1 12.38426709 8.18668573 26.34457955
1144 1 1 12.42997466 8.57806338 27.07472164
1145 1 1 12.53098972 9.44061693 28.37350961
1146 1 1 12.46768250 9.02241613 27.75930560
1147 1 1 12.25109115 10.16774917 28.60134074
1148 1 1 12.52015837 10.47423645 29.36146512
1149 1 1 12.75302589 11.47777424 30.46753053
1150 1 1 12.74360727 10.81626106 29.98559294
1151 1 1 12.99151168 12.05896644 31.14278650
1152 1 1 12.98139216 12.86024720 31.53460910
1153 1 1 13.54760291 12.69768154 32.11374118
1154 1 1 13.08589815 8.83676406 28.56034049
1155 1 1 12.80792943 9.70410083 29.10463986
1156 1 1 13.18646181 9.96347835 29.87020151
1157 1 1 22.25855993 29.51961987 7.78194040
