Generation of lammps data from sphere.stl mesh file.

163 atoms
483 bonds
322 angles
483 dihedrals
0 impropers

1 atom types
483 bond types
322 angle types
483 dihedral types
0 improper types

Atoms

1 1 1 30.000116 29.999978 29.500201
2 1 1 30.000116 29.999978 30.500201
3 1 1 30.158260 30.386100 29.724700
4 1 1 29.645556 29.652022 29.943511
5 1 1 29.750109 30.429334 30.056330
6 1 1 29.563613 30.234351 29.932864
7 1 1 29.907224 30.249138 29.576774
8 1 1 30.379439 30.324606 30.027231
9 1 1 29.521647 30.144964 30.007023
10 1 1 29.547265 29.827217 30.123001
11 1 1 30.344321 30.114195 30.344406
12 1 1 29.858753 30.441720 29.813437
13 1 1 29.829953 30.081468 30.463239
14 1 1 29.739777 30.356361 29.765223
15 1 1 30.189162 30.317952 30.336586
16 1 1 30.063594 30.243624 29.568220
17 1 1 30.036287 30.467961 30.172489
18 1 1 29.871699 29.663739 30.347263
19 1 1 30.074080 30.447310 29.789433
20 1 1 29.507964 29.912512 30.011858
21 1 1 29.594044 29.875875 29.736187
22 1 1 30.475644 29.999978 29.845693
23 1 1 30.475644 29.999978 30.154709
24 1 1 30.393788 29.709658 30.103818
25 1 1 29.602300 29.750164 29.828925
26 1 1 29.781669 30.222261 30.391188
27 1 1 30.160078 29.568658 29.804305
28 1 1 30.177422 30.415353 30.214738
29 1 1 29.526903 30.122357 29.894879
30 1 1 29.793760 29.890999 29.558001
31 1 1 29.848928 29.525975 30.049832
32 1 1 29.594272 30.207931 30.205252
33 1 1 30.005943 29.546921 29.788764
34 1 1 30.297801 29.657473 30.210139
35 1 1 30.297225 30.226504 30.332484
36 1 1 29.851593 29.572359 29.787873
37 1 1 30.226738 29.656827 29.715790
38 1 1 30.218692 29.865069 30.429181
39 1 1 30.218692 29.865069 29.571221
40 1 1 30.218692 30.134887 30.429181
41 1 1 29.554244 29.775034 29.975739
42 1 1 29.539268 30.004545 29.806297
43 1 1 29.811565 30.351206 30.302008
44 1 1 30.076564 29.511619 29.924960
45 1 1 29.631597 29.755594 30.233589
46 1 1 30.346198 29.876036 29.661282
47 1 1 30.122774 30.477521 29.917088
48 1 1 30.084236 30.174446 30.461162
49 1 1 30.255551 30.229059 29.636505
50 1 1 30.133119 29.736663 29.596499
51 1 1 29.686312 29.755754 29.697082
52 1 1 30.072539 29.621848 29.681182
53 1 1 30.153832 30.288291 29.621721
54 1 1 29.803880 29.779451 29.596643
55 1 1 30.429096 29.865069 29.781625
56 1 1 30.429096 30.134887 30.218777
57 1 1 30.429096 30.134887 29.781625
58 1 1 29.721320 29.589617 30.062463
59 1 1 30.271848 29.750378 30.337635
60 1 1 30.485201 30.093734 30.077031
61 1 1 30.025830 30.370785 29.665774
62 1 1 29.739962 29.707866 30.311634
63 1 1 29.806714 30.130736 29.558050
64 1 1 30.217059 30.415611 29.826462
65 1 1 29.529356 30.118492 30.119948
66 1 1 30.379207 30.274804 30.175588
67 1 1 30.075433 29.865069 30.475729
68 1 1 30.075433 30.134887 29.524673
69 1 1 30.197104 29.573092 30.170389
70 1 1 30.279385 29.592951 30.079810
71 1 1 29.718978 30.082592 30.405339
72 1 1 29.779330 30.403424 30.196375
73 1 1 29.521474 29.975844 30.142747
74 1 1 29.735275 30.413639 29.906692
75 1 1 29.579540 29.902194 30.252300
76 1 1 29.691668 29.886167 29.623495
77 1 1 30.500116 29.999978 30.000201
78 1 1 29.994818 29.502485 30.049925
79 1 1 29.647037 29.990904 30.354112
80 1 1 30.222781 30.143870 29.576272
81 1 1 30.388751 29.782278 30.227290
82 1 1 29.979356 30.482724 29.871649
83 1 1 29.666127 30.252150 29.726595
84 1 1 30.439567 29.761548 29.994368
85 1 1 30.383247 30.244318 29.791613
86 1 1 29.872696 29.995382 29.516731
87 1 1 30.138936 29.523714 30.062665
88 1 1 29.801569 29.622989 30.261847
89 1 1 29.698145 30.292541 30.270794
90 1 1 29.774945 29.933399 30.441636
91 1 1 30.224865 29.556616 29.946182
92 1 1 29.921295 30.331716 30.365902
93 1 1 29.617738 29.691098 30.091745
94 1 1 30.069949 29.868454 29.522891
95 1 1 30.345290 30.339144 29.874418
96 1 1 30.173875 29.635983 30.295693
97 1 1 29.729779 29.997588 29.579592
98 1 1 30.352691 29.874024 30.331602
99 1 1 30.356060 29.649886 29.973005
100 1 1 30.261724 30.424863 29.968049
101 1 1 29.656837 30.336293 30.138229
102 1 1 30.298629 29.635401 29.832948
103 1 1 30.271173 29.770548 29.648221
104 1 1 29.873605 30.362171 29.679560
105 1 1 29.903245 29.877613 30.475220
106 1 1 30.348462 29.745981 29.746941
107 1 1 29.580590 30.157668 29.778544
108 1 1 29.937869 30.136202 29.523160
109 1 1 29.764864 30.256454 29.641208
110 1 1 29.811520 29.663121 29.682460
111 1 1 30.154624 29.999978 30.475729
112 1 1 30.154624 29.999978 29.524673
113 1 1 30.476777 29.868685 29.925658
114 1 1 29.685801 29.839137 30.354230
115 1 1 30.025974 29.640163 30.346415
116 1 1 30.436265 29.897465 30.222158
117 1 1 30.452306 30.202717 30.066693
118 1 1 29.707899 29.643405 30.193761
119 1 1 29.920802 29.528069 30.145153
120 1 1 30.407739 29.740457 29.871777
121 1 1 30.059472 30.275602 30.413128
122 1 1 29.712420 29.642436 29.801720
123 1 1 29.529636 29.882016 29.878818
124 1 1 30.154532 30.470372 30.070098
125 1 1 29.821092 29.797754 30.420981
126 1 1 29.666765 30.149327 29.658775
127 1 1 30.288717 30.390563 30.119166
128 1 1 29.931559 30.421159 30.260790
129 1 1 29.901277 29.855903 29.531722
130 1 1 29.912873 29.579791 30.256778
131 1 1 29.920410 29.513529 29.916450
132 1 1 30.008940 30.499463 30.021114
133 1 1 29.939700 29.605202 29.699366
134 1 1 29.978619 29.750378 30.432911
135 1 1 30.431688 30.236820 29.912727
136 1 1 30.283208 30.310455 29.729160
137 1 1 29.649905 30.149168 30.324384
138 1 1 30.469233 29.855679 30.095632
139 1 1 29.621658 30.016680 29.673872
140 1 1 29.506330 30.008734 29.922105
141 1 1 30.280707 30.337226 30.240060
142 1 1 30.344003 30.143736 29.666921
143 1 1 29.569411 30.057897 30.247464
144 1 1 29.636140 30.342670 29.991061
145 1 1 30.176533 30.231842 30.406546
146 1 1 30.483349 30.116622 29.946536
147 1 1 29.921539 30.227198 30.438603
148 1 1 29.810430 29.568492 30.167053
149 1 1 29.567463 30.242285 30.064224
150 1 1 30.054729 30.392717 30.304789
151 1 1 30.404624 29.999978 29.706308
152 1 1 30.404624 29.999978 30.294094
153 1 1 30.054096 29.541921 30.193254
154 1 1 29.502992 30.033953 30.041600
155 1 1 29.771728 29.561949 29.922941
156 1 1 29.956650 30.427451 29.744510
157 1 1 30.294009 29.999978 29.595693
158 1 1 30.294009 29.999978 30.404709
159 1 1 29.636793 30.307395 29.846933
160 1 1 30.131874 29.738823 30.405711
161 1 1 29.889250 30.472761 30.119302
162 1 1 29.864523 30.479984 29.965429
163 1 1 29.966898 29.725251 29.583762

Angles

1 0 1 47 12
2 1 162 109 53
3 2 132 109 162
4 3 126 65 7
5 4 12 104 1
6 5 106 5 158
7 6 140 65 126
8 7 89 104 12
9 8 80 23 137
10 9 49 51 162
11 10 152 77 86
12 11 162 51 132
13 12 28 5 106
14 13 52 2 135
15 14 137 115 80
16 15 55 65 34
17 16 152 118 77
18 17 135 84 141
19 18 158 82 106
20 19 55 34 10
21 20 116 145 134
22 21 116 59 145
23 22 162 53 128
24 23 23 69 98
25 24 33 69 23
26 25 15 52 79
27 26 135 2 63
28 27 141 48 135
29 28 25 146 91
30 29 133 104 124
31 30 7 65 116
32 31 66 104 133
33 32 141 84 56
34 33 36 51 49
35 34 39 47 110
36 35 26 51 36
37 36 79 67 15
38 37 60 155 18
39 38 134 145 56
40 39 78 136 142
41 40 78 142 74
42 41 110 37 157
43 42 9 19 40
44 43 136 31 142
45 44 6 62 108
46 45 44 113 74
47 46 123 99 46
48 47 103 108 13
49 48 44 61 113
50 49 113 78 74
51 50 136 88 31
52 51 99 63 46
53 52 123 46 131
54 53 49 162 93
55 54 38 49 93
56 55 60 15 6
57 56 63 18 46
58 57 113 89 78
59 58 88 100 31
60 59 136 25 88
61 60 99 94 63
62 61 15 107 6
63 62 88 71 100
64 63 162 128 93
65 64 44 74 9
